ID Reference	URI
43361	ftp://ftp.bsrn.awi.de/ber/ber0503.dat.gz
43362	ftp://ftp.bsrn.awi.de/ber/ber0603.dat.gz
43363	ftp://ftp.bsrn.awi.de/ber/ber0703.dat.gz
43364	ftp://ftp.bsrn.awi.de/ber/ber0803.dat.gz
43365	ftp://ftp.bsrn.awi.de/ber/ber0903.dat.gz
43366	ftp://ftp.bsrn.awi.de/ber/ber1203.dat.gz
43367	ftp://ftp.bsrn.awi.de/ber/ber0104.dat.gz
43368	ftp://ftp.bsrn.awi.de/ber/ber0204.dat.gz
43369	ftp://ftp.bsrn.awi.de/ber/ber0404.dat.gz
43370	ftp://ftp.bsrn.awi.de/ber/ber0504.dat.gz
43371	ftp://ftp.bsrn.awi.de/ber/ber0604.dat.gz
43372	ftp://ftp.bsrn.awi.de/ber/ber0704.dat.gz
43373	ftp://ftp.bsrn.awi.de/ber/ber0804.dat.gz
43374	ftp://ftp.bsrn.awi.de/ber/ber0904.dat.gz
43375	ftp://ftp.bsrn.awi.de/ber/ber1004.dat.gz
43376	ftp://ftp.bsrn.awi.de/ber/ber1104.dat.gz
43377	ftp://ftp.bsrn.awi.de/ber/ber1204.dat.gz
43378	ftp://ftp.bsrn.awi.de/ber/ber0105.dat.gz
43379	ftp://ftp.bsrn.awi.de/ber/ber0205.dat.gz
43380	ftp://ftp.bsrn.awi.de/ber/ber0405.dat.gz
43381	ftp://ftp.bsrn.awi.de/ber/ber0505.dat.gz
43382	ftp://ftp.bsrn.awi.de/ber/ber0605.dat.gz
43383	ftp://ftp.bsrn.awi.de/bou/bou0192.dat.gz
43384	ftp://ftp.bsrn.awi.de/bou/bou0292.dat.gz
43385	ftp://ftp.bsrn.awi.de/bou/bou0492.dat.gz
43386	ftp://ftp.bsrn.awi.de/bou/bou0592.dat.gz
43387	ftp://ftp.bsrn.awi.de/bou/bou0692.dat.gz
43388	ftp://ftp.bsrn.awi.de/bou/bou0792.dat.gz
43389	ftp://ftp.bsrn.awi.de/bou/bou0892.dat.gz
43390	ftp://ftp.bsrn.awi.de/bou/bou0992.dat.gz
43391	ftp://ftp.bsrn.awi.de/bou/bou1092.dat.gz
43392	ftp://ftp.bsrn.awi.de/bou/bou1192.dat.gz
43393	ftp://ftp.bsrn.awi.de/bou/bou1292.dat.gz
43394	ftp://ftp.bsrn.awi.de/bou/bou0193.dat.gz
43395	ftp://ftp.bsrn.awi.de/bou/bou0293.dat.gz
43396	ftp://ftp.bsrn.awi.de/bou/bou0493.dat.gz
43397	ftp://ftp.bsrn.awi.de/bou/bou0593.dat.gz
43398	ftp://ftp.bsrn.awi.de/bou/bou0693.dat.gz
43399	ftp://ftp.bsrn.awi.de/bou/bou0793.dat.gz
43400	ftp://ftp.bsrn.awi.de/bou/bou0893.dat.gz
43401	ftp://ftp.bsrn.awi.de/bou/bou0993.dat.gz
43402	ftp://ftp.bsrn.awi.de/bou/bou1093.dat.gz
43403	ftp://ftp.bsrn.awi.de/bou/bou1193.dat.gz
43404	ftp://ftp.bsrn.awi.de/bou/bou1293.dat.gz
43405	ftp://ftp.bsrn.awi.de/bou/bou0194.dat.gz
43406	ftp://ftp.bsrn.awi.de/bou/bou0294.dat.gz
43407	ftp://ftp.bsrn.awi.de/bou/bou0494.dat.gz
43408	ftp://ftp.bsrn.awi.de/bou/bou0594.dat.gz
43409	ftp://ftp.bsrn.awi.de/bou/bou0694.dat.gz
43410	ftp://ftp.bsrn.awi.de/bou/bou0794.dat.gz
43411	ftp://ftp.bsrn.awi.de/bou/bou0894.dat.gz
43412	ftp://ftp.bsrn.awi.de/bou/bou0994.dat.gz
43413	ftp://ftp.bsrn.awi.de/bou/bou1094.dat.gz
43414	ftp://ftp.bsrn.awi.de/bou/bou1194.dat.gz
43415	ftp://ftp.bsrn.awi.de/bou/bou1294.dat.gz
43416	ftp://ftp.bsrn.awi.de/bou/bou0195.dat.gz
43417	ftp://ftp.bsrn.awi.de/bou/bou0295.dat.gz
43418	ftp://ftp.bsrn.awi.de/bou/bou0495.dat.gz
43419	ftp://ftp.bsrn.awi.de/bou/bou0595.dat.gz
43420	ftp://ftp.bsrn.awi.de/bou/bou0695.dat.gz
43421	ftp://ftp.bsrn.awi.de/bou/bou0795.dat.gz
43422	ftp://ftp.bsrn.awi.de/bou/bou0895.dat.gz
43423	ftp://ftp.bsrn.awi.de/bou/bou0995.dat.gz
43424	ftp://ftp.bsrn.awi.de/bou/bou1095.dat.gz
43425	ftp://ftp.bsrn.awi.de/bou/bou1195.dat.gz
43426	ftp://ftp.bsrn.awi.de/bou/bou1295.dat.gz
43427	ftp://ftp.bsrn.awi.de/bou/bou0196.dat.gz
43428	ftp://ftp.bsrn.awi.de/bou/bou0296.dat.gz
43429	ftp://ftp.bsrn.awi.de/bou/bou0496.dat.gz
43430	ftp://ftp.bsrn.awi.de/bou/bou0596.dat.gz
43431	ftp://ftp.bsrn.awi.de/bou/bou0696.dat.gz
43432	ftp://ftp.bsrn.awi.de/bou/bou0796.dat.gz
43433	ftp://ftp.bsrn.awi.de/bou/bou0896.dat.gz
43434	ftp://ftp.bsrn.awi.de/bou/bou0996.dat.gz
43435	ftp://ftp.bsrn.awi.de/bou/bou1096.dat.gz
43436	ftp://ftp.bsrn.awi.de/bou/bou1196.dat.gz
43437	ftp://ftp.bsrn.awi.de/bou/bou1296.dat.gz
43438	ftp://ftp.bsrn.awi.de/bou/bou0197.dat.gz
43439	ftp://ftp.bsrn.awi.de/bou/bou0297.dat.gz
43440	ftp://ftp.bsrn.awi.de/bou/bou0497.dat.gz
43441	ftp://ftp.bsrn.awi.de/bou/bou0597.dat.gz
43442	ftp://ftp.bsrn.awi.de/bou/bou0697.dat.gz
43443	ftp://ftp.bsrn.awi.de/bou/bou0797.dat.gz
43444	ftp://ftp.bsrn.awi.de/bou/bou0897.dat.gz
43445	ftp://ftp.bsrn.awi.de/bou/bou0997.dat.gz
43446	ftp://ftp.bsrn.awi.de/bou/bou1097.dat.gz
43447	ftp://ftp.bsrn.awi.de/bou/bou1197.dat.gz
43448	ftp://ftp.bsrn.awi.de/bou/bou1297.dat.gz
43449	ftp://ftp.bsrn.awi.de/bou/bou0198.dat.gz
43450	ftp://ftp.bsrn.awi.de/bou/bou0298.dat.gz
43451	ftp://ftp.bsrn.awi.de/bou/bou0498.dat.gz
43452	ftp://ftp.bsrn.awi.de/bou/bou0598.dat.gz
43453	ftp://ftp.bsrn.awi.de/bou/bou0698.dat.gz
43454	ftp://ftp.bsrn.awi.de/bou/bou0798.dat.gz
43455	ftp://ftp.bsrn.awi.de/bou/bou0898.dat.gz
43456	ftp://ftp.bsrn.awi.de/bou/bou0998.dat.gz
43457	ftp://ftp.bsrn.awi.de/bou/bou1098.dat.gz
43458	ftp://ftp.bsrn.awi.de/bou/bou1198.dat.gz
43459	ftp://ftp.bsrn.awi.de/bou/bou1298.dat.gz
43460	ftp://ftp.bsrn.awi.de/bou/bou0199.dat.gz
43461	ftp://ftp.bsrn.awi.de/bou/bou0299.dat.gz
43462	ftp://ftp.bsrn.awi.de/bou/bou0499.dat.gz
43463	ftp://ftp.bsrn.awi.de/bou/bou0599.dat.gz
43464	ftp://ftp.bsrn.awi.de/bou/bou0699.dat.gz
43465	ftp://ftp.bsrn.awi.de/bou/bou0799.dat.gz
43466	ftp://ftp.bsrn.awi.de/bou/bou0899.dat.gz
43467	ftp://ftp.bsrn.awi.de/bou/bou0999.dat.gz
43468	ftp://ftp.bsrn.awi.de/bou/bou1099.dat.gz
43469	ftp://ftp.bsrn.awi.de/bou/bou1199.dat.gz
43470	ftp://ftp.bsrn.awi.de/bou/bou1299.dat.gz
43471	ftp://ftp.bsrn.awi.de/bou/bou0100.dat.gz
43472	ftp://ftp.bsrn.awi.de/bou/bou0200.dat.gz
43473	ftp://ftp.bsrn.awi.de/bou/bou0400.dat.gz
43474	ftp://ftp.bsrn.awi.de/bou/bou0500.dat.gz
43475	ftp://ftp.bsrn.awi.de/bou/bou0600.dat.gz
43476	ftp://ftp.bsrn.awi.de/bou/bou0700.dat.gz
43477	ftp://ftp.bsrn.awi.de/bou/bou0800.dat.gz
43478	ftp://ftp.bsrn.awi.de/bou/bou0900.dat.gz
43479	ftp://ftp.bsrn.awi.de/bou/bou1000.dat.gz
43480	ftp://ftp.bsrn.awi.de/bou/bou1100.dat.gz
43481	ftp://ftp.bsrn.awi.de/bou/bou1200.dat.gz
43482	ftp://ftp.bsrn.awi.de/bou/bou0101.dat.gz
43483	ftp://ftp.bsrn.awi.de/bou/bou0201.dat.gz
43484	ftp://ftp.bsrn.awi.de/bou/bou0401.dat.gz
43485	ftp://ftp.bsrn.awi.de/bou/bou0501.dat.gz
43486	ftp://ftp.bsrn.awi.de/bou/bou0601.dat.gz
43487	ftp://ftp.bsrn.awi.de/bou/bou0701.dat.gz
43488	ftp://ftp.bsrn.awi.de/bou/bou0801.dat.gz
43489	ftp://ftp.bsrn.awi.de/bou/bou0901.dat.gz
43490	ftp://ftp.bsrn.awi.de/bou/bou1001.dat.gz
43491	ftp://ftp.bsrn.awi.de/bou/bou1101.dat.gz
43492	ftp://ftp.bsrn.awi.de/bou/bou1201.dat.gz
43493	ftp://ftp.bsrn.awi.de/bou/bou0102.dat.gz
43494	ftp://ftp.bsrn.awi.de/bou/bou0202.dat.gz
43495	ftp://ftp.bsrn.awi.de/bou/bou0402.dat.gz
43496	ftp://ftp.bsrn.awi.de/bou/bou0502.dat.gz
43497	ftp://ftp.bsrn.awi.de/bou/bou0602.dat.gz
43498	ftp://ftp.bsrn.awi.de/bou/bou0702.dat.gz
43499	ftp://ftp.bsrn.awi.de/bou/bou0802.dat.gz
